"titleId","title"
"ZbZdruDel.1992-01-15.s036-06.toc-item7","Nadaljevanje obravnave programa strukturnega prilagajanja in gospodarske politike v letu 1991 in politike po posameznih dejavnostih v letu 1991"
"ZbZdruDel.1992-01-15.s036-06.toc-item8","Osnutek zakona o proračunu Republike Slovenije za leto 1992 (13. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-15.s036-06.toc-item9","Predlog resolucije o kulturi in izhodišča za kulturni razvoj Slovenije (15. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-15.s036-06.toc-item10","Izjave v zvezi z napadi na poslance Skupščine Republike Slovenije (16. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-15.s036-06.toc-item11","Pobude, predlogi in vprašanja delegatov (17. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s036-07.toc-item1","Predlog delovne skupine delegatov vseh treh zborov za uskladitev predloga zakona o zdravstveni dejavnosti"
"ZbZdruDel.1992-01-22.s036-07.toc-item2","Nadaljevanje obravnave predloga zakona o prometnem davku"
"ZbZdruDel.1992-02-12.s036-08.toc-item1","Ugotavljanje prisotnosti delegatov"
"ZbZdruDel.1992-02-12.s036-08.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1992-02-12.s036-08.toc-item3","Predlog za razširitev dnevnega reda"
"ZbZdruDel.1992-02-12.s036-08.toc-item4","Dogovor o metodah in načinu dela delovnih teles"
"ZbZdruDel.1992-02-12.s036-08.toc-item5","Sporna vprašanja pri predlogu zakona o zadrugah"
"ZbZdruDel.1992-02-12.s036-08.toc-item6","Pismo predsednika Skupščine Republike Slovenije v zvezi z vprašanjem zaupnice Vladi Republike Slovenije"
"ZbZdruDel.1992-02-12.s036-08.toc-item7","Usklajevanje glede zakona o lastninjenju podjetij"
"ZbZdruDel.1992-02-12.s036-08.toc-item8","Imenovanje usklajevalne komisije za: predlog za izdajo zakona o odlikovanju častni znak svobode Republike Slovenije z osnutkom zakona ter za predlog za izdajo zakona o nadomestilu izpada prihodkov izvoznikom"
"ZbZdruDel.1992-02-12.s036-08.toc-item9","Predlog o obravnavi pobud in predlogov ter predlog, da se uvrsti na dnevni red predlog zakona o spremembah in dopolnitvah zakona o izplačevanju osebnih dohodkov in nekaterih drugih prejemkov delavcev za leto 1991 in prvo trimesečje 1992. leta"
"ZbZdruDel.1992-02-12.s036-08.toc-item10","Nadaljevanje usklajevanja predloga zakona o pokojninskem in invalidskem zavarovanju"
"ZbZdruDel.1992-02-12.s036-08.toc-item11","Nadaljevanje usklajevanja predloga zakona o zdravstvenem varstvu in zdravstvenem zavarovanju"
"ZbZdruDel.1992-02-12.s036-08.toc-item12","Nadaljevanje usklajevanja predloga zakona o zdravstveni dejavnosti"
"ZbZdruDel.1992-02-12.s036-08.toc-item13","Nadaljevanje usklajevanja predloga zakona o lekarniški dejavnosti"
"ZbZdruDel.1992-02-12.s036-08.toc-item14","Obvestilo o morebitnem usklajevanju  zakona o proračunu in o stopnjah prispevkov za obvezno zavarovanje"
"ZbZdruDel.1991-12-23.s037-01.toc-item1","Ugotavljanje prisotnosti delegatov"
"ZbZdruDel.1991-12-23.s037-01.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1991-12-23.s037-01.toc-item3","Obravnava predloga Ustave Republike Slovenije (1. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1991-12-23.s037-01.toc-item4","Predlog ustavnega zakona za izvedbo Ustave Republike Slovenije (2. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1991-12-23.s037-01.toc-item5","Nadaljevanje obravnave o predlogu Ustave Republike Slovenije (1. TOČKO DANAŠNJEGA DNEVNEGA REDA)"
"ZbZdruDel.1991-12-23.s037-01.toc-item6","Nadaljevanje obravnave predloga ustavnega zakona za izvedbo Ustave Republike Slovenije"
"ZbZdruDel.1992-01-16.s038-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-01-16.s038-01.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1992-01-16.s038-01.toc-item3","Odobritev zapisnikov 35. in 37. seje zbora (1. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item4","Osnutek zakona o socialnem varstvu (2. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item5","Predlog za izdajo zakona o družinskih dajatvah (3. TOČKA DNEVNEGA REDA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item6","Usklajevanje zadev s 36. seje: poročilo o medzborovskem usklajevanju pri predlogu zakona o zdravstvenem varstvu in  zavarovanju"
"ZbZdruDel.1992-01-16.s038-01.toc-item7","Poročilo usklajevale skupine za dnevni red 38. seje"
"ZbZdruDel.1992-01-16.s038-01.toc-item8","Usklajevanje s 36. seje zbora: nadaljevanje obravnave osnutka zakona o proračunu Republike Slovenije za leto 1992"
"ZbZdruDel.1992-01-16.s038-01.toc-item9","Predlog zakona o začasni ureditvi obračunavanja in plačevanja določenih prispevkov (četrto točko DNEVNEGA REDA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item10","Predlog deklaracije o sprejemanju in spoštovanju obveznosti, ki izhajajo iz dokumentov, sprejetih v okviru konference o varnosti in sodelovanju v Evropi (5. TOČKI DNEVNEGA REDA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item11","Predlog za izdajo zakona o zaposlovanju tujcev z osnutkom zakona (6. TOČKI)"
"ZbZdruDel.1992-01-16.s038-01.toc-item12","Predlog za izdajo zakona o prisilni poravnavi in stečaju (7. TOČKA)"
"ZbZdruDel.1992-01-16.s038-01.toc-item13","Usklajevanje  zadev s 36. seje usklajevanje predloga zakona o prometnem davku"
"ZbZdruDel.1992-01-22.s038-02.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-01-22.s038-02.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1992-01-22.s038-02.toc-item3","Predlog za izdajo zakona o varstvu konkurence z osnutkom zakona (8. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item4","Predlog za izdajo zakona o prenehanju izkoriščanja uranove rude in preprečevanju posledic rudarjenja v Rudniku urana Žirovski vrh z osnutkom zakona (9. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item5","Predlog za izdajo zakona o evidencah s področja javne varnosti z osnutkom zakona (10. TOČKA DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item6","Predlog za izdajo zakona o odlikovanju častni znak svobode Republike Slovenije z osnutkom zakona (11. TOČKA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item7","Predlog za izdajo zakona o spremembi zakona o notranjih zadevah s predlogom zakona"
"ZbZdruDel.1992-01-22.s038-02.toc-item8","Predlog za izdajo zakona o vojaški dolžnosti (12. TOČKO)"
"ZbZdruDel.1992-01-22.s038-02.toc-item9","Predlog zakona o spremembah in dopolnitvah zakona o deviznem poslovanju (13. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item10","Predlog za izdajo zakona o nadomestilu izpada prihodov izvoznikom (l4. TOČKA DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item11","Soglasje k spremembi in dopolnitvi statuta Univerze v Mariboru (15. TOČKA DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item12","Predlog zakona o obrestni meri in zamudnih obresti (16. TOČKO DNEVNEGA REDA)"
"ZbZdruDel.1992-01-22.s038-02.toc-item13","Pobude, predlogi in vprašanja poslancev"
"ZbZdruDel.1992-02-12.s038-03.toc-item1","Razširitev dnevnega red z izjavo Skupščine Republike Slovenije o priznanju Republike Makedonije"
"ZbZdruDel.1992-02-12.s038-03.toc-item2","Nadaljevanje obravnave predloga zakona o obrestni meri zamudnih obresti"
"ZbZdruDel.1992-02-12.s038-03.toc-item3","Predlog za razširitev dnevnega reda s predlogom zakona o spremembah in dopolnitvah zakona o izplačevanju osebnih dohodkov in nekaterih drugih prejemkov delavcev za 1991. leto in prvo trimesečje 1992. leta"
"ZbZdruDel.1992-02-12.s038-03.toc-item4","Izjava Skupščine Republike Slovenije o priznanju Republike Makedonije"
"ZbZdruDel.1992-02-12.s038-03.toc-item5","Predlog zakona o spremembah in dopolnitvah zakona o izplačevanju osebnih dohodkov in nekaterih drugih prejemkov delavcev za 1991. leto in prvo trimesečje 1992. leta"
"ZbZdruDel.1992-02-12.s038-03.toc-item6","Usklajevanje s 36. seje zbora: usklajevanje predloga odloka o stopnji prispevkov za obvezno zdravstveno zavarovanje"
"ZbZdruDel.1992-02-12.s038-03.toc-item7","Nadaljevanje obravnave spornih vprašanj pri predlogu zakona o zadrugah"
"ZbZdruDel.1992-02-12.s038-03.toc-item8","Nadaljevanje obravnave zakona o lastninjenju podjetij"
"ZbZdruDel.1992-03-04.s039-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-03-04.s039-01.toc-item2","Usklajevanje glede predloga zakona o nadomestilu izpada prihodkov izvoznikom"
"ZbZdruDel.1992-03-04.s039-01.toc-item3","Določanje dnevnega reda (Usklajevanje str. 86)"
"ZbZdruDel.1992-03-04.s039-01.toc-item4","Odobritev zapisnika 36. seje zbora (1. točka dnevnega reda)"
"ZbZdruDel.1992-03-04.s039-01.toc-item5","Predlog zakona o plačah delavcev v javnih vzgojno-izobraževalnih zavodih (2. točka dnevnega reda, usklajevanje 11.3.1992 na 41. seji zbora str. 2, 50)"
"ZbZdruDel.1992-03-04.s039-01.toc-item6","Usklajevanje predloga zakona o zadrugah (s februarske seje)"
"ZbZdruDel.1992-03-04.s039-01.toc-item7","Predlog zakona o davčni službi (3. točka dnevnega reda)"
"ZbZdruDel.1992-03-04.s039-01.toc-item8","Nadaljevanje razprave o predlogu zakona o pokojninskem in invalidskem zavarovanju (12. januarja 1992)"
"ZbZdruDel.1992-03-04.s039-01.toc-item9","Predlog za izdajo zakona o spremembi zakona o spodbujanju razvoja demografsko ogroženih območij v Republiki Sloveniji s predlogom zakona (4. točka dnevnega reda)"
"ZbZdruDel.1992-03-04.s039-01.toc-item10","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o upravnih taksah s predlogom zakona (5. točka dnevnega reda)"
"ZbZdruDel.1992-03-04.s039-01.toc-item11","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o izvrševanju kazenskih sankcij s predlogom zakona (6. točka dnevnega reda)"
"ZbZdruDel.1992-03-04.s039-01.toc-item12","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o zaposlovanju in zavarovanju za primer brezposelnosti s predlogom zakona (7. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item1","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o zaposlovanju in zavarovanju za primer brezposelnosti s predlogom zakona (7. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item2","Usklajevanje - amandmaji k predlogu zakona o sprememba in dopolnitvah zakona o izplačevanju osebnih dohodkov in nekaterih drugih prejemkov delavcev za 1991. leto in prvo trimesečje 1992. leta (38. seja ZZD, usklajevanje tudi na 41. seji ZZD)"
"ZbZdruDel.1992-03-05.s039-02.toc-item3","Osnutek zakona o odvetništvu (8. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item4","Uskladitev dnevnega reda z Družbenopolitičnim zborom in Zborom občin (1. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item5","Predlog za izdajo zakona o notariatu z osnutkom zakona (9. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item6","Predlog za izdajo zakona o pravniškem pripravništvu in pravniškem državnem izpitu z osnutkom zakona (10. točka dnevnega reda; poročilo skupne komisije obravnavali na 43. seji ZZD)"
"ZbZdruDel.1992-03-05.s039-02.toc-item7","Predlog za izdajo zakona o Družbi za zavarovanje in financiranje izvoza Slovenije z osnutkom zakona (11. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item8","Predlog odloka o ustanovitvi, nalogah, sestavi in številu članov Komisije Skupščine Republike Slovenije za nadzor nad zakonitostjo dela varnostnega organa v republiškem upravnem organu, pristojnem za obrambne zadeve in vojaške policije v Teritorialni obrambi Republike Slovenije (12. točka dnevnega reda)"
"ZbZdruDel.1992-03-05.s039-02.toc-item9","Pobude, predlogi in vprašanja poslancev (13. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-03-11.s040-01.toc-item2","Določanje dnevnega reda"
"ZbZdruDel.1992-03-11.s040-01.toc-item3","Sprejem dnevnega reda"
"ZbZdruDel.1992-03-11.s040-01.toc-item4","Usklajevanje o predlogu zakona o plačah delavcev v javnih vzgojno izobraževalnih zavodih (usklajevanje s prejšnjih sej)"
"ZbZdruDel.1992-03-11.s040-01.toc-item5","Osnutek zakona o poračunu Republike Slovenije za leto 1992 (1. točka dnevnega reda, nadaljevanje str. 73, 145, 181)"
"ZbZdruDel.1992-03-11.s040-01.toc-item6","Predlog zakona o industrijski lastnini (2. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item7","Predlog za izdajo zakona o spremembah in dopolnitvah zakon o prometnem davku s predlogom zakona (3. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item8","Predlog za izdajo zakona o posebnih dajatvah pri uvozu in izvozu kmetijskih pridelkov in živine (4. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item9","Predlog zakona o ustanovitvi Visoke pomorske in prometne šole v Piranu (5. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item10","Predlog zakona o intervencijah v gospodarstvu (6. točka dnevnega reda)"
"ZbZdruDel.1992-03-11.s040-01.toc-item11","Usklajevanje - predlog zakona o spremembah in dopolnitvah zakona o zaposlovanju in zavarovanju za primer brezposelnosti (usklajevanje s prejšnjih sej)"
"ZbZdruDel.1992-03-11.s040-01.toc-item12","Usklajevanje - predlog zakona o obrestni meri zamudnih obresti (5. točko)"
"ZbZdruDel.1992-03-11.s040-01.toc-item13","Pobude, predlogi in vprašanja poslancev (7. točka dnevnega reda - usklajevanje s prejšnjih sej)"
"ZbZdruDel.1992-03-25.s040-02.toc-item1","Pobude, predlogi in vprašanja poslancev (7. točka dnevnega reda - usklajevanje s prejšnjih sej)"
"ZbZdruDel.1992-03-25.s040-02.toc-item2","Usklajevanje dnevnega reda: razširitev s predlogom za izdajo zakon o spremembah in dopolnitvah zakona o naravni in kulturni dediščini s predlogom zakona"
"ZbZdruDel.1992-03-25.s040-02.toc-item3","Izjava vseh treh zborov v zvezi z referendumom zoper apartheid - Južnoafriški republiki"
"ZbZdruDel.1992-03-25.s040-02.toc-item4","Osnutek zakona o proračunu Republike Slovenije za leto 1992 (nadaljevanje 1. točke dnevnega reda)"
"ZbZdruDel.1992-03-27.s040-03.toc-item1","Usklajevanje zakona o proračunu Republike Slovenije za leto 1992 (nadaljevanje 1. točke dnevnega reda)"
"ZbZdruDel.1992-03-30.s040-04.toc-item1",""
"ZbZdruDel.1992-03-30.s040-04.toc-item2","Sporazumni predlog proračuna Republike Slovenije za leto 1992 (nadaljevanje 1. točke dnevnega reda)"
"ZbZdruDel.1992-03-19.s041-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-03-19.s041-01.toc-item2","Predlog skupne komisije za pripravo sporazumnega predloga k predlogu zakona o plačah delavcev v javnih vzgojno-izobraževalnih zavodih (39. seja ZZD - prekinjena, nadaljevanje str. 50)"
"ZbZdruDel.1992-03-19.s041-01.toc-item3","Določanje dnevnega reda"
"ZbZdruDel.1992-03-19.s041-01.toc-item4","Odobritev zapisnika 38. seje zbora (1. TOČKA DNEVNEGA REDA)"
"ZbZdruDel.1992-03-19.s041-01.toc-item5","Predlog zakona o ratifikaciji Sporazuma med Republiko Slovenijo in Kraljevino Švedsko o ukinitvi vizumov (3. točka dnevnega reda)"
"ZbZdruDel.1992-03-19.s041-01.toc-item6","Predlog akta o notifikaciji nasledstva glede konvencij Sveta Evrope, ženevskih konvencij in dodatnih protokolov o zaščiti žrtev vojne in mednarodnih sporazumov s področja kontrole oborožitve, za katere so depozitarji tri glavne jedrske sile (4. točka dnevnega reda)"
"ZbZdruDel.1992-03-19.s041-01.toc-item7","Predlog za izdajo zakona o trgovini z osnutkom zakona (7. točka dnevnega reda)"
"ZbZdruDel.1992-03-19.s041-01.toc-item8","Usklajevanje glede predloga zakona o spremembah in dopolnitvah zakona o izplačevanju osebnih dohodkov in nekaterih drugih prejemkov delavcev za leto 1991 in prvo trimesečje 1992. leta (38. seja Zbora združenega dela, usklajevanje 39 seja Zbora združenega dela)"
"ZbZdruDel.1992-03-19.s041-01.toc-item9","Obravnava zunanjepolitične problematike s posebnim poudarkom na odnosih s sosednjimi državami (2. točka dnevnega reda - nadaljevanje na 43. seji zbora)"
"ZbZdruDel.1992-03-19.s041-01.toc-item10","Pobude, predlogi in vprašanja poslancev (9. točka dnevnega reda)"
"ZbZdruDel.1992-03-27.s041-02.toc-item1","Razširitve dnevnega reda"
"ZbZdruDel.1992-03-27.s041-02.toc-item2","Sporazumni predlog k predlogu zakona o plačah delavcev v javnih vzgojno-izobraževalnih zavodih (39. seja Zbora združenega dela)"
"ZbZdruDel.1992-03-27.s041-02.toc-item3","Predlog za izdajo zakona o spremembi in dopolnitvi zakona o naravni in kulturni dediščini s predlogom zakona (5. točka dnevnega reda; usklajevanje 8.4.1992)"
"ZbZdruDel.1992-03-27.s041-02.toc-item4","Osnutek zakona o posebnih dajatvah pri uvozu in izvozu kmetijskih pridelkov in živil (6. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-04-08.s042-01.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1992-04-08.s042-01.toc-item3","Odobritev zapisnika 10. in 11. delovne seje (1. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item4","Predlog zakona o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Zvezne republike Nemčije o ukinitvi vizumov (2. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item5","Predlog zakona o ratifikaciji sporazuma med Vlado Republike Slovenije in Republiko Finsko o ukinitvi vizumov (3. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item6","Predlog zakona o ratifikaciji sporazuma o gospodarskem sodelovanju med Republiko Slovenijo in Republiko Hrvaško (4. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item7","Predlog za izdajo zakona o spremembi zakona o financiranju javne porabe (5. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item8","Osnutek zakona o igrah na srečo (6. točka dnevnega reda - zavrnjen)"
"ZbZdruDel.1992-04-08.s042-01.toc-item9","Osnutek zakona o gozdovih (7. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item10","Predlog za izdajo zakona o uporabi grba, zastave in himne Republike Slovenije (8. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item11","Soglasje k statutu Sklada Republike Slovenije za razvoj (9. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item12","Predlog izjave o priznanju Republike Bosne in Hercegovine (10. točka dnevnega reda)"
"ZbZdruDel.1992-04-08.s042-01.toc-item13","Skupno poročilo usklajevalne skupine delegatov vseh treh zborov k predlogu za izdajo zakona o spremembah in dopolnitvah zakona o naravni in kulturni dediščini, s predlogom zakona (točka 41. seje zbora)"
"ZbZdruDel.1992-04-08.s042-01.toc-item14","Pobude, predlogi in vprašanja delegatov (11. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-04-22.s043-01.toc-item2","Določitev dnevnega reda"
"ZbZdruDel.1992-04-22.s043-01.toc-item3","Odobritev zapisnikov 39. in 40. seje zbora ter zapisnikov 12. in 13. delovne skupne seje (1. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item4","Predlog zakona o ratifikaciji sporazuma med Vlado Republike Slovenije in Republiko Madžarsko o medsebojni ureditvi mednarodnega cestnega potniškega in tovornega prevoza s protokolom o izvajanju sporazuma (2. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item5","Predlog zakona o ratifikaciji plačilnega sporazuma med Republiko Slovenijo in Republiko Makedonijo (3. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item6","Predlog zakona o ratifikaciji sporazuma o gospodarskem sodelovanju med Republiko Slovenijo in Republiko Makedonijo (4. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item7","Predlog zakona o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Makedonijo o menjavi blaga v letu 1992 na osnovi blagovnih list (5. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item8","Predlog zakona o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Makedonijo o ukinitvi vizumov (6. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item9","Predlog odloka o stopnji prispevkov za ožji obseg pravic iz pokojninskega in invalidskega zavarovanja (7. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item10","Predlog zakona o intervencijah v gospodarstvu (8. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item11","Osnutek zakona o javnih glasilih (9. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item12","Osnutek zakona o reprezentativnosti sindikatov (10. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item13","Predlog za izdajo zakona o nezdružljivosti opravljanja javne funkcije s pridobitno dejavnostjo z osnutkom zakona (11. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item14","Predlog za izdajo zakona o ustanovitvi Visoke kmetijske šole v Mariboru z osnutkom zakona (12. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item15","Predlog za izdajo zakona o ustanovitvi Visoke šole za socialne delavce v Ljubljani z osnutkom zakona (13. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item16","Nadaljevanje obravnave predloga za izdajo zakona o ustanovitvi Visoke kmetijske šole v Mariboru (12. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item17","Nadaljevanje obravnave predloga za izdajo zakona o ustanovitvi Visoke šole za socialne delavce v Ljubljani z osnutkom zakona (13. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item18","Pobude, predlogi in vprašanja poslancev (14. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item19","Nadaljevanje obravnave nedokončanega dela 39. seje zbora Poročilo skupne komisije za pripravo sporazumnega predloga k predlogu za izdajo zakona o pravniškem pripravništvu in pravniškem državnem izpitu z osnutkom zakona"
"ZbZdruDel.1992-04-22.s043-01.toc-item20","Nadaljevanje obravnave zakona o intervencijah v gospodarstvu (8. točka dnevnega reda)"
"ZbZdruDel.1992-04-22.s043-01.toc-item21","Nadaljevanje obravnave zunanje-politične problematike, s posebnim poudarkom na odnosih s sosednjimi državami"
"ZbZdruDel.1992-05-13.s044-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-05-13.s044-01.toc-item2","Proceduralne zadeve"
"ZbZdruDel.1992-05-13.s044-01.toc-item3","Določitev dnevnega reda"
"ZbZdruDel.1992-05-13.s044-01.toc-item4","Odobritev zapisnika 41. seje zbora (1. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item5","Nadaljevanje razprave in sklepanje o predlogu zakona o intervencijah v gospodarstvu (2. točka dnevnega reda - nadaljevanje na 45. seji ZZD)"
"ZbZdruDel.1992-05-13.s044-01.toc-item6","Predlog zakona o zaposlovanju tujcev (3. točka dnevnega reda - nadaljevanje na 45. seji ZZD)"
"ZbZdruDel.1992-05-13.s044-01.toc-item7","Predlog zakona o odlikovanju "častni znak svobode Republike Slovenije (4. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item8","Predlog zakona o trajnem prenehanju izkoriščanja uranovega rudnika in preprečevanja posledic rudarjenja v Rudniku urana Žirovski vrh (5. točka dnevnega reda - nadaljevanje na 45. seji ZZD)"
"ZbZdruDel.1992-05-13.s044-01.toc-item9","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o modernizaciji ceste: državna meja pri Šentilju - Maribor - Celje - Ljubljana - Postojna - državna meja pri Novi Gorici, s predlogom zakona (6. točka dnevnega reda - nadaljevanje 14.5.1992)"
"ZbZdruDel.1992-05-13.s044-01.toc-item10","Predlog za izdajo zakona o zunanjetrgovinskem poslovanju, z osnutkom zakona (7. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item11","Predlog za izdajo zakona o prostih conah, z osnutkom zakona (8. točka dnevnega reda - nadaljevanje na 46. seji ZZD 1.7.1992)"
"ZbZdruDel.1992-05-13.s044-01.toc-item12","Predlog za izdajo zakona o spremembah in dopolnitvah zakona o naravni in kulturni dediščini s predlogom zakona - uskladitev predloga"
"ZbZdruDel.1992-05-13.s044-01.toc-item13","Predlog za izdajo zakona o ustanovah (9. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item14","Predlog za izdajo zakona o veterinarski službi (10. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item15","Predlog akta o notifikaciji nasledstva glede konvencij, za katere je depozitar Vlada ZDA, haaških konvencij in konvencij o intelektualni lastnini (11. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item16","Predlog za izdajo zakona o Vladi Republike Slovenije (12. točka dnevnega reda)"
"ZbZdruDel.1992-05-13.s044-01.toc-item17","Poročilo skupne komisije vseh treh zborov za uskladitev dnevnega reda"
"ZbZdruDel.1992-05-13.s044-01.toc-item18","Pobude, predlogi in vprašanja poslancev (13. točka dnevnega reda)"
"ZbZdruDel.1992-05-14.s044-02.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-05-14.s044-02.toc-item2","Predlog zakona o posebnem prispevku solidarnosti za pomoč beguncem (13. točka dnevnega reda - nadaljevanje na 45. seji ZZD 11.6.1992)"
"ZbZdruDel.1992-05-14.s044-02.toc-item3","Sprejemanje amandmajev k predlogu za izdajo zakona spremembah in dopolnitvah zakona o modernizaciji cest državna meja pri Šentilju - Maribor - Celje - Ljubljana - Postojna - državna meja pri Novi Gorici, s predlogom zakona (nadaljevanje k 6. točki dnevnega reda)"
"ZbZdruDel.1992-05-14.s044-02.toc-item4","Predlog za izdajo zakona o spremembi in dopolnitvi zakona o modernizaciji ceste državna meja pri Šentilju - Maribor - Celje - Ljubljana - Postojna - državna meja pri Novi Gorici (6. točka dnevnega reda - sprejem predloga zakona)"
"ZbZdruDel.1992-05-14.s044-02.toc-item5","Zahteva dr. Jožeta Arzenška, da poslanec Zbora občin Danijel Starman pojasni svojo javno izjavo o Zboru združenega dela in se opraviči"
"ZbZdruDel.1992-06-10.s045-01.toc-item1","Ugotavljanje prisotnosti poslancev"
"ZbZdruDel.1992-06-10.s045-01.toc-item2","Določanje dnevnega reda"
"ZbZdruDel.1992-06-10.s045-01.toc-item3","Sprejem dnevnega reda"
"ZbZdruDel.1992-06-10.s045-01.toc-item4","Odobritev zapisnikov 42. in 43. seje zbora (1. točka dnevnega reda)"
