"topicId","topic","taxonomyId level 1","taxonomy level 1","taxonomyId level 2","taxonomy level 2","taxonomyId level 3","taxonomy level 3","taxonomyId level 4","taxonomy level 4","taxonomyId level 5","taxonomy level 5"
"topic.208","Zakon o ustanovah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.3","Ustanove","",""
"topic.209","Zakon o orožju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.5","Orožje, eksplozivi in pirotehnična sredstva","",""
"topic.210","Zakon o začasni prepovedi sečnje v gozdovih v družbeni lastnini in začasni prepovedi prometa s kmetijskimi zemljišči in gozdovi in drugimi nepremičninami v družbeni lasti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.4","Civilno pravo","taxonomy.3.4.1","Lastninska in druge stvarne pravice","",""
"topic.211","Zakon o industrijski lastnini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.4","Civilno pravo","taxonomy.3.4.5","Intelektualna lastnina","",""
"topic.212","Zakon o prometu z nepremičninami","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.4","Civilno pravo","taxonomy.3.4.5","Intelektualna lastnina","",""
"topic.213","Zakon o valorizaciji denarnih kazni za kazniva dejanja in gospodarske prestopke ter drugih denarnih zneskov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.5","Kazensko pravo","taxonomy.3.5.1","Kazniva dejanja","",""
"topic.214","Zakon o amnestiji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.5","Kazensko pravo","taxonomy.3.5.3","Izvrševanje kazenskih sankcij, amnestija in pomilostitev","",""
"topic.215","Zakon o izvrševanju kazenskih sankcij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.5","Kazensko pravo","taxonomy.3.5.3","Izvrševanje kazenskih sankcij, amnestija in pomilostitev","",""
"topic.216","Informacija o stanju v kazensko poboljševalnih zavodih v Republiki Sloveniji ter o zahtevah obsojencev","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.5","Kazensko pravo","taxonomy.3.5.3","Izvrševanje kazenskih sankcij, amnestija in pomilostitev","",""
"topic.217","Zakon o prekrških","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.5","Kazensko pravo","taxonomy.3.5.4","Prekrški","",""
"topic.218","Zakon o podjetjih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.219","Zakon o prometu in razpolaganju z družbenim kapitalom","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.220","Predlog zakona o začasni ustavitvi reorganizacij in začasni prepovedi razpolaganja s premoženjem v družbeni lastnini v organizacijah združenega dela in podjetjih, v katerih so bila vložena sredstva kmetijskih zadrug in drugih oblik združevanja kmetov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.221","Zakon o imenovanju in razrešitvi poslovodnih organov ter o imenovanju delegatov družbene skupnosti v organe upravljanja podjetij in organizacij, ki opravljajo dejavnosti posebnega pomena","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.222","Zakon o preoblikovanju POZD (pogodbenih organizacij združenega dela)","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.223","Zakon o sodelovanju delavcev pri upravljanju podjetij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.224","Zakon o gospodarskih družbah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.1","Gospodarske družbe"
"topic.225","Zakon o zadrugah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.2","Zadruge"
"topic.226","Zakon o Gospodarski zbornici Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.1","Gospodarski subjekti","taxonomy.3.6.1.4","Zbornice"
"topic.227","Zakon o izdaji obveznic za pospeševanje izvoza v letu 1990","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.2","Vrednostni papirji","taxonomy.3.6.2.1","Finančni instrumenti"
"topic.228","Obdavčenje meničnih kreditov ter izdajanje enotnih meničnih golic in njihovem dajanju v obtok","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.2","Vrednostni papirji","taxonomy.3.6.2.2","Menica in ček"
"topic.229","Začasni ukrepi, ki bodo preprečili škodljive kupoprodajne, darilne in druge pogodbe s tujci in kupci iz drugih jugoslovanskih republik","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","",""
"topic.230","Zakon o varstvu konkurence","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","taxonomy.3.6.3.2","Varstvo konkurence"
"topic.231","Zakon o cenah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","taxonomy.3.6.3.3","Kontrola cen"
"topic.232","Zakon o sredstvih rezerv","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","taxonomy.3.6.3.4","Blagovne rezerve"
"topic.233","Odlok o uporabi sredstev rezerve","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","taxonomy.3.6.3.4","Blagovne rezerve"
"topic.234","Zakon o Skladu skupnih rezerv","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.3","Ureditev trga","taxonomy.3.6.3.4","Blagovne rezerve"
"topic.235","Glavna politika na področju monetarne osamosvojitve - uradno poročilo k paketu bančnih zakonov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","",""
"topic.236","Odlok za prestavitev sedeža Narodne banke Jugoslavije v Ljubljano in za spremembo načina odločanja Svete guvernerjev","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","",""
"topic.237","Zakon o Banki Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.1","Banka Slovenije"
"topic.238","Obravnava aktov, letnih poročil, obračunov in načrtov Narodne banke Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.1","Banka Slovenije"
"topic.239","Zakon o hranilno - kreditnih službah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.240","Zakon o bankah in hranilnicah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.241","Zakon o predsanaciji, sanaciji, stečaju in likvidaciji bank in hranilnic","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.242","Zakon o Agenciji Republike Slovenije za zavarovanje depozitov bank in hranilnic","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.243","Zakon o denarni enoti Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.244","Zakon o uporabi denarne enote Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.245","Zakon o izdaji priložnostnih kovancev ob prvi obletnici plebiscita o osamosvojitvi in neodvisnosti Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.246","Zakon o priložnostnih kovancih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.247","Zakon o deviznem poslovanju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.248","Zakon o poravnavanju obveznosti iz neizplačanih deviznih vlog","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.249","Zakon o spreminjanju tečajnih razlik iz deponiranih deviznih prihrankov pri Narodni banki Jugoslavije v javni dolg federacije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.250","Zakon o spreminjanju deviznih vlog občanov pri Narodni banki Jugoslavije v dolg Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.251","Zakon o kreditnih poslih s tujino","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.252","Odlok o predračunu odhodkov tečajnih razlik in določenih zunanjih kreditov za leto 1990","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.253","Zakon o kritju tečajnih razlik iz določenih zunanjih kreditov za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.254","Zakon o zamudni obrestni meri in Zakon o obrestni meri in zamudnih obresti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.255","Zakon o obrestni meri","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.6","Bančni in monetarni sistem","taxonomy.3.6.6.2","Banke in hranilnice"
"topic.256","Zakon o vzajemnih skladih, investicijskih družbah in družbah za upravljanje","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.7","Finančni predpisi in plačilni promet","",""
"topic.257","Zakon o revidiranju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.7","Finančni predpisi in plačilni promet","taxonomy.3.6.7.1","Računovodstvo in revizija"
"topic.258","Zakon o računovodstvu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.7","Finančni predpisi in plačilni promet","taxonomy.3.6.7.1","Računovodstvo in revizija"
"topic.259","Zakon o začasni ureditvi zavarovanja plačil v dolžniško upniških razmerjih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.7","Finančni predpisi in plačilni promet","taxonomy.3.6.7.3","Plačilni promet"
"topic.260","Zakon o začasni ureditvi izdajanja dovoljenj za ustanavljanje zavarovalnih družb","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.8","Zavarovalništvo","",""
"topic.261","Zakon o Družbi za zavarovanje in financiranje izvoza Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.262","Obravnava polletnih rezultatov gospodarjenja","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.263","Ocena stanja v gospodarstvu Slovenije s predlogi ukrepov za ureditev razmer na posameznih področjih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.264","Problematika kovinsko predelovalne in elektroindustrije ter železarn","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.265","Gospodarske razmere v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.266","Obravnava celovite problematike gospodarstva","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.267","Gospodarska politika Slovenije v 1991 letu, razvoja politika Slovenije na začetku 90. let in politika na področju razvoja družbenih dejavnosti, Socialni program, Osnutek zakona o proračunu Republike Slovenije za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.268","Dolgoročni plan Republike Slovenije za obdobje 1986-2000","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.269","Ukrepi na področju gospodarstva, splošne in skupne porabe po agresiji na Republiko Slovenijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.270","Kratkoročni in dolgoročni ukrepi za izboljšanje gospodarskega stanja v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.271","Realizacija kratkoročnih in dolgoročnih ukrepov za izboljšanje gospodarskega stanja v Republiki Sloveniji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.272","Program strukturnega prilagajanja in gospodarske politike v letu 1991 in politike po posameznih dejavnostih v letu 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.273","Program strukturnega prilagajanja in gospodarske politike v letu 1992 in politike po posameznih dejavnostih v letu 1992","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.274","Zasnova ekonomske politike Vlade Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.9","Razvoj in razvojno načrtovanje","",""
"topic.275","Zakon o Slovenskem odškodninskem skladu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.10","Drugo","",""
"topic.276","Zakon o Skladu Republike Slovenije za sukcesijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.10","Drugo","",""
"topic.277","Zakon o zunanjetrgovinskem poslovanju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.10","Drugo","",""
"topic.278","Zakon o prisilni poravnavi in stečaju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.6","Gospodarska ureditev","taxonomy.3.6.10","Drugo","",""
"topic.279","Zakon o službi za javne prihodke","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","",""
"topic.280","Zakon o dohodnini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.281","Zakon o davkih občanov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.282","Zakon o davku od dobička pravnih oseb","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.283","Zakon o davku na izplačane osebne dohodke","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.284","Zakon o davku na promet nepremičnin","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.285","Zakon o posebnem prometnem davku","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.286","Zakona o obdavčenju proizvodov in storitev v prometu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.287","Zakon o prometnem davku","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.288","Zakon o davku od prometa proizvodov in storitev","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.289","Zakon o temeljih davčnega sistema","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.290","Zakon o davku na izplačane osebne prejemke nad določeno ravnjo v obdobju junij - december 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.291","Zakon o davčni službi","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.292","Dogovor o temeljnih kriterijih za obračun in valorizacijo katastrskega dohodka","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.293","Predlogi in pobude za spremembo davčne zakonodaje","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.1","Davki"
"topic.294","Carinski zakon","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.2","Carine"
"topic.295","Zakon o carinski službi","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.2","Carine"
"topic.296","Zakon o posebnih dajatvah pri uvozu in izvozu kmetijskih pridelkov in živine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.2","Carine"
"topic.297","Zakon o prostih conah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.7","Javne finance","taxonomy.3.7.1","Javni prihodki","taxonomy.3.7.1.2","Carine"
