"topicId","topic","taxonomyId level 1","taxonomy level 1","taxonomyId level 2","taxonomy level 2","taxonomyId level 3","taxonomy level 3","taxonomyId level 4","taxonomy level 4","taxonomyId level 5","taxonomy level 5"
"topic.130","Zakon o lastninskem preoblikovanju podjetij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.131","Zakon o Agenciji Republike Slovenije za prestrukturiranje in privatizacijo podjetij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.132","Zakon o Agenciji Republike Slovenije za privatizacijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.133","Zakon o Skladu Republike Slovenije za razvoj","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.134","Soglasje k statutu Sklada Republike Slovenije za razvoj","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.135","Zakon o varstvu terjatev v postopkih preoblikovanja podjetij in drugih pravnih oseb","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.1","Denacionalizacija in lastninjenje"
"topic.136","Odlok o programu statističnih raziskovanj, pomembnih za republiko za leto 1991","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.1","Ustavna ureditev Republike Slovenije","taxonomy.3.1.4","Drugo","taxonomy.3.1.4.2","Statistika"
"topic.137","Zakon o zunanjih zadevah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.138","Obravnava zunanjepolitične problematike","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.139","Temelji strategije zunanje politike Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.140","Zakon o izvajanju resolucije Varnostnega sveta OZN št.757/92","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.141","Poziv skupščine Republike Slovenije vladam in svetovni javnosti v zvezi z ekološkimi posledicami vojaških spopadov v Republiki Hrvaški in Republiki Bosni in Hercegovini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.142","Poziv mednarodnim organizacijam, Združenim narodom in državam, da pomagajo narodom Bosne in Hercegovine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.143","Predlog, da Slovenska skupščina naslovi najostrejši apel na Republiko Srbijo, Miloševića in bivšo JLA, da nemudoma ustavijo absurdno uničevanje na tleh suverene države Bosne in Hercegovine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.144","Poziv Skupščine Republike Slovenije vladam in svetovni javnosti v zvezi z vojnim spopadom na Hrvaškem in v Bosni in Hercegovini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.145","Predlog resolucije o Litvi, Estoniji in Letonski","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.146","Priznanje neodvisnih držav Litve, Latvije in Estonije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","","","",""
"topic.147","Izjava Skupščine Republike Slovenije o priznanju republik bivše Sovjetske zveze","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","",""
"topic.148","Deklaracija o sprejemanju in spoštovanju obveznosti, ki izhajajo iz dokumentov, sprejetih v okviru konference o varnosti in sodelovanju v Evropi","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.149","Sprejem Slovenije v Organizacijo združenih narodov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.150","Deklaracija ob 45.obletnici obstoja Združenih narodov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.151","Dan OZN","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.152","Zakon o ratifikaciji konvencije Združenih narodov o otrokovih pravicah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.153","Deklaracija o spoštovanju temeljnih konvencij Sveta Evrope","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.2","Pregled po mednarodnih organizacijah in drugih institucijah"
"topic.154","Poročilo o pogajanjih med Republiko Slovenijo, Republiko Hrvaško in Republiko Italijo o zaščiti manjšin","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.1","Mednarodni večstranski akti","taxonomy.3.2.1.3","Drugo"
"topic.155","Akt o notifikaciji nasledstva glede konvencij Sveta Evrope, Ženevskih konvencij in dodatnih protokolov o zaščiti žrtev vojne in mednarodnih sporazumov s področja kontrole oborožitve, za katere so depozitarji tri glavne jedrske sile","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.156","Akt o notifikaciji nasledstva glede konvencij, za katere je depozitar Vlada ZDA, haaških konvencij in konvencij s področja intelektualne lastnine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.157","Akt o notifikaciji nasledstva glede konvencij Organizacije združenih narodov in konvencij, sprejetih v Mednarodni agenciji za atomsko energijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.158","Akt o potrditvi nasledstva glede konvencij, statutov in drugih mednarodnih sporazumov, ki predstavljajo akt o ustanovitvi mednarodnih organizacij","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.159","Akt o notifikaciji nasledstva sporazumov nekdanje Jugoslavije z Republiko Italijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.160","Akt o notifikaciji nasledstva sporazumov nekdanje Jugoslavije z Republiko Finsko","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.161","Akt o notifikaciji nasledstva glede konvencij UNESCO, mednarodnih večstranskih pogodb o zračnem prometu, konvencij Mednarodne organizacije dela, konvencij mednarodne pomorske organizacije, carinskih konvencij in nekaterih drugih mednarodnih večstranskih pogodb","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.162","Akt o notifikaciji nasledstva sporazumov nekdanje Jugoslavije s Kraljevino Tajsko","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.1","Akti o nasledstvu"
"topic.163","Zakon o ratifikaciji sporazuma o gospodarskem sodelovanju med Vlado Republike Slovenije in Vlado Republike Albanije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.164","Zakon o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Avstrijo o dvostranskem zunanjetrgovinskem sodelovanju","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.165","Predlog izjave o priznanju Republike Bosne in Hercegovine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.166","Izjava solidarnosti Skupščine Republike Slovenije ob tragičnih dogodkih v Bosni in Hercegovini","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.167","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Republiko Finsko o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.168","Elementi za izjavo Skupščine Republike Slovenije ob dogodkih v Republiki Hrvaški","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.169","Izjava o dogajanjih v Republiki Hrvaški","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.170","Poročilo Vlade Republike Slovenije o politično-gospodarskih odnosih z Republiko Hrvaško","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.171","Informacija izvršnega sveta o ukrepih za pomoč Hrvaški","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.172","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Republike Hrvaške o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.173","Zakon o ratifikaciji sporazuma o gospodarskem sodelovanju med Republiko Slovenijo in Republiko Hrvaško","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.174","Pomoč Republike Slovenije Hrvaški","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.175","Predlog za ustanovitev delovne skupine predsednikov parlamentarnih strank v zvezi z manifestacijami proti vojaški agresiji na Hrvaškem","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.176","Zakon o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Islandijo o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.177","Resolucija o nujnosti spoštovanja manjšinskih pravic","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.178","Zakon o prepovedi vzdrževanja in vzpostavljanja ekonomskih odnosov z Južnoafriško republiko","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.179","Referendumom zoper apartheid - Južnoafriški republiki","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.180","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Republike Madžarske o odprtju novih mejnih prehodov na skupni državni meji","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.181","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Republiko Madžarsko o medsebojni ureditvi mednarodnega cestnega potniškega in tovornega prevoza","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.182","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Republike Madžarske o rednem zračnem prometu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.183","Zakon o ratifikaciji trgovinskega sporazuma med Vlado Republike Slovenije in Vlado Republike Madžarske","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.184","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Republike Madžarske o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.185","Izjava Skupščine Republike Slovenije o priznanju Republike Makedonije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.186","Zakon o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Makedonijo o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.187","Zakon o ratifikaciji sporazuma med Republiko Slovenijo in Republiko Makedonijo o menjavi blaga v letu 1992 na osnovi blagovnih list","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.188","Zakon o ratifikaciji sporazuma o gospodarskem sodelovanju med Republiko Slovenijo in Republiko Makedonijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.189","Zakon o ratifikaciji plačilnega sporazuma med Republiko Slovenijo in Republiko Makedonijo","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.190","Zakon o ratifikaciji sporazuma med Republiko Slovenijo in Malto o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.191","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Zvezne republike Nemčije o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.192","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Zvezne Republike Nemčije o finančni pomoči za ustvarjanje eksistence in poklicnem vključevanju kvalificiranih delavcev Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.193","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Vlado Kraljevine Norveške o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.194","Zakon o ratifikaciji Sporazuma med Republiko Slovenijo in Kraljevino Švedsko o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.195","Zakon o ratifikaciji sporazuma med Vlado Republike Slovenije in Zveznim svetom Švicarske konfederacije o ukinitvi vizumov","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.196","Izjava Skupščine Republike Slovenije o priznanju Republike Ukrajine","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.2","Pregled po državah"
"topic.197","Zakon o vpisu in vplačilu delnic v delniški kapital Evropske banke za obnovo in razvoj","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.2","Zunanje zadeve in mednarodni odnosi","taxonomy.3.2.2","Mednarodni dvostranski akti","taxonomy.3.2.2.3","Drugo"
"topic.198","Zakon o notranjih zadevah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","","","",""
"topic.199","Zakon o prehajanju čez državno mejo in varovanju državne meje","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","","","",""
"topic.200","Zakon o nadzoru državne meje","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","","","",""
"topic.201","Zakon o evidencah s področja javne varnosti","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","","","",""
"topic.202","Zakon o državljanstvu Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.1","Osebna stanja, prebivalstvo, državljanstvo, tujci","",""
"topic.203","Zakon o tujcih","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.1","Osebna stanja, prebivalstvo, državljanstvo, tujci","",""
"topic.204","Zakon o osebnem imenu","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.1","Osebna stanja, prebivalstvo, državljanstvo, tujci","",""
"topic.205","Zakon o evidenci nastanitve občanov in o registru prebivalstva","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.1","Osebna stanja, prebivalstvo, državljanstvo, tujci","",""
"topic.206","Zakon o potnih listinah državljanov Republike Slovenije","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.1","Osebna stanja, prebivalstvo, državljanstvo, tujci","",""
"topic.207","Zakon o javnih shodih in javnih prireditvah","taxonomy.root","Organizacija in delovanja Državnega zbora oz. Skupščine Republike Slovenije","taxonomy.3","Akti in postopki","taxonomy.3.3","Notranje zadeve in upravno pravo","taxonomy.3.3.2","Javni shodi in prireditve","",""
