"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.2",DruzPolZb.1992-09-29.s046-03.toc-item1,"taxonomy.2.8","topic.50","ugotavljati navzočnost"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.4",DruzPolZb.1992-09-29.s046-03.toc-item1,"taxonomy.2.8","topic.50","prositi vodja poslanski klub da zagotoviti možnost nadaljevanje delo"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.5",DruzPolZb.1992-09-29.s046-03.toc-item1,"taxonomy.2.8","topic.50","ponovno prositi da ugotoviti navzočnost"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.7",DruzPolZb.1992-09-29.s046-03.toc-item1,"taxonomy.2.8","topic.50","hvala"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.8",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","najprej kratek obvestilo zbor biti najprej nadaljevati z usklajevanje volilen zakon iz 44. in 46. seja zbor delo po sprejem volilen zakonodaja biti zbor obravnavati še drug nedokončan zadeva z 42. 43. in 44. seja zbor"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.9",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","v okvir nadaljevanje 46. seja zbor biti opraviti ponoven obravnava oziroma usklajevanje naslednji zadeva po naslednji vrsten red"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.10",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","1. predlog zakon o določitev volilen enota za volitev predstavnik lokalen interes v državen svet"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.11",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","dalje 5. točka predlog zakon o političen stranka ponoven obravnava"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.12",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","dalje 4. točka predlog zakon o poslanec ponoven obravnava"
"parl.DruzPolZb","seja",46,"1992-09-29","10:20:00","11:00:00","ToplakLudvik1942",1,"DruzPolZb.1992-09-29.s046-03.sp-246","DruzPolZb.1992-09-29.s046-03.sp-246.13",DruzPolZb.1992-09-29.s046-03.toc-item2,"taxonomy.2.8","topic.52","in prejšnji 6. točka predlog zakon o volilen kampanja ter povsod tudi potreben usklajevanje"
