"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.2",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","poslanka in poslanec drag gost pričenjati z zasedanje danes imeti nekako na dneven red kar dva seja in ta še vedno 55. seja ki biti biti zaključiti in 56. seja tako da biti danes pač nek vrsta specifičen scenarij obravnavanje posamezen področje posamezen točka in jaz ti lepo prositi da ostati strpen saj priti vse na vrsta"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.3",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","da biti nekateri zadeva nekako urediti ti prositi naslednji da biti opraviti usklajevanje v okvir 55. seja zbor združen delo in sicer v zveza z predlog zakon o jamstvo republika Slovenija za obveznica izdan zaradi sanacija banka in hranilnica jaz biti ta zakon sprejeti na 48. seja že 22.7.1992. ta biti pred nekaj minuta storiti kot poslednji tudi družbeno-političen zbor ker biti zbor občina pri sprejem ta zakon sprejeti amandma predlagati poslanec zbor združen delo da obravnavati ta njihov amandma sprejeti zakon ponovno v celota tako da biti biti iz ta paket sej zakon usklajen in sicer če ti spomniti še enkrat iti za zakon o jamstvo republika Slovenija za obveznica izdan zaradi sanacija banka in hranilnica in v 6. člen biti v zbor občina in v družbenopolitičen zbor kjer iti v zadnji četrti odstavek za tekst sredstvo za izplačevanje obresti se zagotavljati agencija iz proračun republika Slovenija dodati še tekst in iz vir prodaja državen kapital amandma biti samo ta dodatek in iz vir prodaja državen kapital"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.4",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","želeti o ta amandma kdo razpravljati če ne biti ugotoviti prisotnost prositi prisotnost ves poslanec in poslanka"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.6",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","kdor biti za naj prositi glasovati"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.8",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","biti kdo proti"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.10",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","se biti kdo vzdržati"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.12",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","ugotavljati da biti z večina glas amandma sprejeti"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.13",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","sedaj glasovati še o zakon v celota torej o zakon o jamstvo republika Slovenija za obveznica izdan zaradi sanacija banka in hranilnica z sprejet amandma"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.14",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","kdor biti za naj prositi glasovati"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.16",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","biti kdo proti"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.18",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","se biti kdo vzdržati"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.20",ZbZdruDel.1992-11-26.s055-07.toc-item1,"taxonomy.3.7.2.3","topic.325","ugotavljati da biti z večina glas sprejeti zakon o jamstvo republika Slovenija za obveznica izdan zaradi sanacija banka in hranilnica z večina glas in biti tako usklajen v ves trije zbor hvala"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.21",ZbZdruDel.1992-11-26.s055-07.toc-item2,"taxonomy.2.8","topic.51","ta biti en in sedaj drug mogoč malo presenetljiv ampak vseeno predlagati da v okvir 55. seja zbor združen delo kjer imeti še štirje točka dneven red in sicer"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.22",ZbZdruDel.1992-11-26.s055-07.toc-item2,"taxonomy.2.8","topic.51","6. točka predlog zakon o vlada republika Slovenija"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.23",ZbZdruDel.1992-11-26.s055-07.toc-item2,"taxonomy.2.8","topic.51","24. točka predlog zakon o družinski prejemek v okvir zakon biti obravnavan tudi predlog resolucija o temelj oblikovanje družinski politika v republika Slovenija"
"parl.ZbZdruDel","seja",55,"1992-11-26","12:30:00","15:00:00","ZupancicJoze1936",1,"ZbZdruDel.1992-11-26.s055-07.sp-612","ZbZdruDel.1992-11-26.s055-07.sp-612.24",ZbZdruDel.1992-11-26.s055-07.toc-item2,"taxonomy.2.8","topic.51","23. točka predlog zakon o gospodarski javen služba ter"
